"SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL..SEE.http...www.redfin.com.buy.a.home.comparative.market.analysis.FOR.INFO.ON.PRICING.","SOURCE","MLS.","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","YEAR.DOWNLOADED","X"
"MLS Listing",NA,"Single Family Residential","412 Venneman Ave","St Louis","MO","63122",309999,2,3,"Kirkwood",1056,6752,1929,48,294,NA,"Active","","","http://www.redfin.com/MO/St-Louis/412-Venneman-Ave-63122/home/93529127","MARIS","18090695","N","Y",38.5899474,-90.3889438,2018,851
"MLS Listing",NA,"Single Family Residential","125 W Thornton Ave","St Louis","MO","63119",515000,4,3,"Webster Groves",2600,9801,NA,325,198,NA,"Active","January-6-2019 1:00 PM","January-6-2019 4:00 PM","http://www.redfin.com/MO/Webster-Groves/125-W-Thornton-Ave-63119/home/93509723","MARIS","18007872","N","Y",38.6048836,-90.3587834,2018,1041
"MLS Listing",NA,"Multi-Family (2-4 Unit)","6647 Bartmer Ave","St Louis","MO","63130",52338,4,2,"University City",1640,4269,1920,202,32,NA,"Active","","","http://www.redfin.com/MO/University-City/6647-Bartmer-Ave-63130/home/93456083","MARIS","18048844","N","Y",38.6651077,-90.3066577,2018,107
"MLS Listing",NA,"Condo/Co-op","5330 Pershing Ave #705","St Louis","MO","63112",92500,1,1,"Central West",540,NA,1918,94,171,185,"Active","","","http://www.redfin.com/MO/St-Louis/5330-Pershing-Ave-63112/unit-705/home/93673617","MARIS","19082194","N","Y",38.6475729,-90.2757904,2020,1938
"MLS Listing",NA,"Single Family Residential","2332 Park Ave","St Louis","MO","63104",875000,6,3,"Central East",3379,7623,1880,267,259,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2332-Park-Ave-63104/home/93672035","MARIS","18024541","N","Y",38.6178151,-90.2192895,2018,1157
"MLS Listing",NA,"Condo/Co-op","970 Spoede Rd #42","St Louis","MO","63146",186900,2,2,"Ladue",1716,NA,1981,62,109,456,"Active","","","http://www.redfin.com/MO/St-Louis/970-N-Spoede-Rd-63146/unit-42/home/93463914","MARIS","19088475","N","Y",38.6755779,-90.4153882,2020,2127
"MLS Listing",NA,"Single Family Residential","0 Rockport - Bristol Rdg","St Charles","MO","63303",277990,3,2,"Francis Howell North",1556,NA,NA,321,179,10,"Active","","","http://www.redfin.com/MO/St-Charles/0-Rockport-Bristol-Rdg-63303/home/144883714","MARIS","18009302","N","Y",38.762006,-90.516812,2018,1452
"MLS Listing",NA,"Multi-Family (2-4 Unit)","6617 Chamberlain Ave","St Louis","MO","63130",131900,NA,NA,"University City",NA,11326,1900,65,NA,NA,"Active","","","http://www.redfin.com/MO/University-City/6617-Chamberlain-Ave-63130/home/93456039","MARIS","18087068","N","Y",38.6638774,-90.3048925,2018,376
"MLS Listing",NA,"Single Family Residential","3645 Garfield Ave","St Louis","MO","63113",67900,3,2,"North",1425,NA,1997,86,48,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3645-Garfield-Ave-63113/home/93677949","MARIS","18081522","N","Y",38.6513539,-90.225767,2018,142
"MLS Listing",NA,"Condo/Co-op","8025 Maryland Ave Unit 10A","St Louis","MO","63105",1200000,3,3,"Clayton",2870,828,NA,7,418,1587,"Active","","","http://www.redfin.com/MO/Clayton/8025-Maryland-Ave-63105/unit-10A/home/93327402","MARIS","20005774","N","Y",38.652392,-90.340466,2020,1850
"New Construction Plan",NA,"Single Family Residential","Lombardo Homes Glacier Plan","Saint Charles","MO","63301",426000,4,2.5,"The Villages at Sandfort Farm",2831,NA,NA,NA,150,NA,"Active","","","http://www.redfin.com/MO/St-Charles/The-Villages-at-Sandfort-Farm/Lombardo-Homes-Glacier-Plan/home/148501566","NewHomeSource.com","Plan-61581130","N","Y",38.7980405,-90.5517474,2018,1538
"MLS Listing",NA,"Condo/Co-op","4101 Laclede Ave #202","St Louis","MO","63108",350000,2,2,"Central West",1170,NA,NA,322,299,421,"Active","","","http://www.redfin.com/MO/Saint-Louis/4101-Laclede-Ave-63108/unit-202/home/144877797","MARIS","18007617","N","Y",38.637596,-90.246949,2018,911
"MLS Listing",NA,"Single Family Residential","12 Granada Way","Ladue","MO","63124",1065000,5,6,"Ladue",4380,14985,1936,297,243,30,"Active","","","http://www.redfin.com/MO/St-Louis/12-Granada-Way-63124/home/93471802","MARIS","19022105","N","Y",38.6567623,-90.3704035,2020,1796
"MLS Listing",NA,"Single Family Residential","4744 Hammett Pl","St Louis","MO","63113",20000,4,1,"North",1620,4138,1895,142,12,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4744-Hammett-Pl-63113/home/93720841","MARIS","18065682","N","Y",38.6642729,-90.2525155,2018,35
"MLS Listing",NA,"Single Family Residential","9847 Litzsinger Rd","Ladue","MO","63124",5995000,5,9,"Ladue",11308,148104,2007,342,530,NA,"Active","","","http://www.redfin.com/MO/St-Louis/9847-Litzsinger-Rd-63124/home/83164414","MARIS","18004937","N","Y",38.6260132,-90.3839952,2018,1240
"MLS Listing",NA,"Single Family Residential","6109 Alabama","St Louis","MO","63111",38000,1,2,"South City",850,NA,1906,91,45,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6109-Alabama-Ave-63111/home/93709183","MARIS","18080468","N","Y",38.5621582,-90.2518738,2018,72
"MLS Listing",NA,"Single Family Residential","6423 Odell","St Louis","MO","63139",135000,3,1,"South City",874,8407,1920,112,154,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6423-Odell-St-63139/home/93744970","MARIS","18074224","N","Y",38.6097038,-90.296965,2018,390
"MLS Listing",NA,"Single Family Residential","4345 Dardenne","St Louis","MO","63120",29900,2,1,"Normandy",750,4182,NA,34,40,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4345-Dardenne-Dr-63120/home/93431291","MARIS","19091203","N","Y",38.6937606,-90.2720364,2020,1891
"MLS Listing",NA,"Single Family Residential","69 E Ladue Estates Dr","Creve Coeur","MO","63141",664900,4,5,"Ladue",3179,38812,1964,187,209,21,"Active","","","http://www.redfin.com/MO/Creve-Coeur/69-Ladue-Estates-Dr-63141/home/93472860","MARIS","19059574","N","Y",38.651206,-90.425828,2020,2127
"MLS Listing",NA,"Single Family Residential","7125 Vermont Ave","St Louis","MO","63111",43900,2,1,"South City",734,2265,1898,2,60,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7125-Vermont-Ave-63111/home/93710425","MARIS","19000018","N","Y",38.5537586,-90.2591586,2018,85
"MLS Listing",NA,"Single Family Residential","2617 Arsenal St","St Louis","MO","63118",219900,2,2,"Central East",1769,5075,1886,160,124,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2617-Arsenal-St-63118/home/93699146","MARIS","18061047","N","Y",38.599354,-90.2249975,2018,665
"MLS Listing",NA,"Single Family Residential","3935 Shaw Blvd","St Louis","MO","63110",434625,3,3,"South City",2375,4095,1914,1,183,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3935-Shaw-Blvd-63110/home/93756958","MARIS","18087128","N","Y",38.6160302,-90.2465379,2018,983
"MLS Listing",NA,"Condo/Co-op","3112 Wheeling Dr","St Charles","MO","63301",292900,3,3,"Orchard Farm",2396,9932,2007,111,122,150,"Active","","","http://www.redfin.com/MO/St-Charles/3112-Wheeling-Dr-63301/home/103254518","MARIS","18074420","N","Y",38.8238678,-90.492475,2018,1402
"MLS Listing",NA,"Single Family Residential","3919 Castleman Ave","St Louis","MO","63110",149900,6,3,"South City",2390,NA,1904,156,63,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3919-Castleman-Ave-63110/home/93747632","MARIS","18061965","N","Y",38.6150515,-90.2461792,2018,452
"MLS Listing",NA,"Single Family Residential","7843 Gannon Ave","University City","MO","63130",299900,2,2,"University City",1318,5663,1832,133,228,NA,"Active","","","http://www.redfin.com/MO/University-City/7843-Gannon-Ave-63130/home/93471086","MARIS","18067978","N","Y",38.660924,-90.341468,2018,841
"MLS Listing",NA,"Condo/Co-op","2315 Ann Ave Unit A","St Louis","MO","63104",125000,2,1,"Central East",1074,NA,1906,35,116,300,"Active","","","http://www.redfin.com/MO/St-Louis/2315-Ann-Ave-63104/unit-A/home/62749173","MARIS","18092409","N","Y",38.609978,-90.220566,2018,351
"MLS Listing",NA,"Single Family Residential","1405 Douglas Ave","St Louis","MO","63117",300000,3,3,"Maplewood-Rchmnd Hts",1441,6882,1964,80,208,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1405-Douglas-Ave-63117/home/93486180","MARIS","19079717","N","Y",38.626335,-90.3310735,2020,1700
"MLS Listing",NA,"Single Family Residential","8619 White Ave","St Louis","MO","63144",249900,3,2,"Brentwood",1368,7144,NA,220,183,NA,"Active","","","http://www.redfin.com/MO/Brentwood/8619-White-Ave-63144/home/93499742","MARIS","18042018","N","Y",38.619963,-90.342391,2018,753
"MLS Listing",NA,"Single Family Residential","3168 Pennsylvania Ave","St Louis","MO","63118",21900,1,1,"Central East",672,3659,1890,19,33,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3168-Pennsylvania-Ave-63118/home/93692983","MARIS","18094938","N","Y",38.5988992,-90.2322439,2018,39
"MLS Listing",NA,"Single Family Residential","4712 Oldenburg Ave","St Louis","MO","63123",135900,2,2,"Bayless",1043,7187,1913,11,130,NA,"Active","January-6-2019 2:00 PM","January-6-2019 4:00 PM","http://www.redfin.com/MO/St-Louis/4712-Oldenburg-Ave-63123/home/62749728","MARIS","18095846","N","Y",38.5582248,-90.2941181,2018,397
"MLS Listing",NA,"Condo/Co-op","1313 Spring Snow Dr","Frontenac","MO","63131",1027313,3,4,"Ladue",3411,5271,NA,71,301,600,"Active","","","http://www.redfin.com/MO/Frontenac/1313-Spring-Snow-DR-63131/home/169790768","MARIS","19084079","N","Y",38.633924,-90.413721,2020,1692
"MLS Listing",NA,"Single Family Residential","5209 S Broadway","St Louis","MO","63111",94000,4,1,"South City",744,5184,1918,52,126,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5209-S-Broadway-63111/home/93708082","MARIS","18089634","N","Y",38.5651977,-90.2400324,2018,208
"MLS Listing",NA,"Single Family Residential","51 San Carlos","St Charles","MO","63303",209997,4,2,"St. Charles",1872,10367,1976,47,112,NA,"Active","","","http://www.redfin.com/MO/St-Charles/51-San-Carlos-Dr-63303/home/83142707","MARIS","18090500","N","Y",38.761325,-90.4973338,2018,1318
"MLS Listing",NA,"Single Family Residential","6742 Odell","St Louis","MO","63139",124900,2,1,"South City",784,5445,1926,83,159,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6742-Odell-St-63139/home/93743843","MARIS","18082181","N","Y",38.6102011,-90.3046266,2018,317
"MLS Listing",NA,"Single Family Residential","656 Lewiston Dr","Kirkwood","MO","63122",750000,4,3,"Kirkwood",2700,10219,2018,50,278,NA,"Active","","","http://www.redfin.com/MO/Kirkwood/656-Lewiston-Dr-63122/home/93513012","MARIS","18090230","N","Y",38.5984151,-90.3918325,2018,1136
"MLS Listing",NA,"Single Family Residential","7430 Chamberlain Ave","University City","MO","63130",184000,3,2,"University City",1404,9540,1941,512,131,NA,"Active","","","http://www.redfin.com/MO/University-City/7430-Chamberlain-Ave-63130/home/62693413","MARIS","17061937","N","Y",38.6667136,-90.3294178,2018,575
"MLS Listing",NA,"Single Family Residential","2219 Cherokee St","St Louis","MO","63118",92000,2,2,"Central East",790,3136,1881,22,116,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2219-Cherokee-St-63118/home/93693966","MARIS","18094373","N","Y",38.593342,-90.223868,2018,205
"MLS Listing",NA,"Single Family Residential","11 Dwyer Pl","Ladue","MO","63124",899000,4,5,"Ladue",3598,9017,2007,349,250,NA,"Active","","","http://www.redfin.com/MO/St-Louis/11-Dwyer-Pl-63124/home/93480607","MARIS","18003845","N","Y",38.6384381,-90.3922828,2018,1165
"MLS Listing",NA,"Single Family Residential","3843 Minnesota Ave","St Louis","MO","63118",20000,4,2,"Central East",2076,6708,1890,65,10,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3843-Minnesota-Ave-63118/home/93696035","MARIS","18087072","N","Y",38.5860673,-90.2365189,2018,34
"MLS Listing",NA,"Single Family Residential","2308 Hilton Ave","St Louis","MO","63144",550000,4,3,"Brentwood",2400,4443,NA,84,229,NA,"Active","","","http://www.redfin.com/MO/Brentwood/2308-Hilton-Ave-63144/home/93499004","MARIS","18081929","N","Y",38.6195805,-90.3508794,2018,1077
"MLS Listing",NA,"Single Family Residential","1 Dickson","St Louis","MO","63122",185000,3,1,"Kirkwood",917,12937,1955,55,202,NA,"Active","","","http://www.redfin.com/MO/Kirkwood/1-Dickson-Ct-63122/home/93513143","MARIS","18088134","N","Y",38.6003773,-90.3931479,2018,591
"MLS Listing",NA,"Single Family Residential","1125 Dielman Rd","Olivette","MO","63132",549900,4,4,"Ladue",1906,78408,NA,2,289,250,"Active","","","http://www.redfin.com/MO/Olivette/1125-Dielman-Rd-63132/home/93462451","MARIS","20008052","N","Y",38.6754882,-90.3764989,2020,1817
"MLS Listing",NA,"Single Family Residential","4 Magnolia Dr","St Louis","MO","63124",485000,3,2,"Ladue",1750,10149,1951,24,277,2,"Active","","","http://www.redfin.com/MO/St-Louis/4-Magnolia-Dr-63124/home/62763207","MARIS","19089383","N","Y",38.638766,-90.3871777,2020,1660
"MLS Listing",NA,"Single Family Residential","8666 Pardee Ln","Crestwood","MO","63126",139900,3,2,"Lindbergh",1081,9148,1960,64,129,NA,"Active","","","http://www.redfin.com/MO/St-Louis/8666-Pardee-Ln-63126/home/93562167","MARIS","18080750","N","Y",38.559236,-90.366889,2018,413
"MLS Listing",NA,"Single Family Residential","250 S Brentwood Blvd Unit 3-B","Clayton","MO","63105",289900,3,3,"Clayton",1971,NA,1940,103,147,566,"Active","","","http://www.redfin.com/MO/Clayton/250-S-Brentwood-Blvd-63105/unit-3B/home/93479878","MARIS","19076569","N","Y",38.646143,-90.3418101,2020,1725
"For-Sale-by-Owner Listing",NA,"Single Family Residential","4028 Winnebago St","St. Louis","MO","63116",105000,2,1,"Saint Louis",946,2962,1912,99,111,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4028-Winnebago-St-63116/home/69729164","Fizber.com","4980634","N","Y",38.59117,-90.25605,2018,250
"MLS Listing",NA,"Single Family Residential","5231 Shaw Ave","St Louis","MO","63110",449000,3,3,"South City",1850,NA,NA,143,243,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5231-Shaw-Ave-63110/home/93727990","MARIS","18065172","N","Y",38.6182688,-90.2735344,2018,991
"MLS Listing",NA,"Single Family Residential","6928 Hillsland Ave","St Louis","MO","63109",275000,3,2,"South City",1750,4400,1940,49,157,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6928-Hillsland-Ave-63109/home/93781364","MARIS","18090144","N","Y",38.5891559,-90.3104649,2018,796
"MLS Listing",NA,"Single Family Residential","4471 Wallace St","St Louis","MO","63116",117000,2,1,"South City",1000,3703,1921,139,117,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4471-Wallace-St-63116/home/93764096","MARIS","18066058","N","Y",38.583764,-90.2720081,2018,288
"MLS Listing",NA,"Single Family Residential","8025 Lafon","St Louis","MO","63130",575000,4,4,"University City",3168,21780,1947,175,182,NA,"Active","January-6-2019 12:00 PM","January-6-2019 2:00 PM","http://www.redfin.com/MO/University-City/8025-Lafon-Pl-63130/home/88576893","MARIS","18056191","N","Y",38.658084,-90.3466339,2018,1084
"MLS Listing",NA,"Single Family Residential","2301 Hickory","St Louis","MO","63104",384999,4,2,"Central East",2684,2178,1893,154,143,133,"Active","","","http://www.redfin.com/MO/St-Louis/2301-Hickory-St-63104/home/93786022","MARIS","18062556","N","Y",38.6200743,-90.2172818,2018,943
"MLS Listing",NA,"Condo/Co-op","150 Carondelet Plaza Pl #904","Clayton","MO","63105",1595000,2,3,"Clayton",2647,NA,2005,85,603,1572,"Active","","","http://www.redfin.com/MO/St-Louis/150-Carondelet-Plz-63105/unit-904/home/62762923","MARIS","18081647","N","Y",38.6478858,-90.3322292,2018,1211
"MLS Listing",NA,"Single Family Residential","9534 Lodge Pole Ln","St Louis","MO","63126",214000,3,2,"Lindbergh",1190,7749,1956,52,180,NA,"Active","","","http://www.redfin.com/MO/St-Louis/9534-Lodge-Pole-Ln-63126/home/93562055","MARIS","18089664","N","Y",38.5535691,-90.3767297,2018,653
"MLS Listing",NA,"Single Family Residential","0 Sierra@provence","St Charles","MO","63301",317900,3,2,"St. Charles",2240,NA,NA,258,142,27,"Active","","","http://www.redfin.com/MO/St-Charles/0-Sierra-provence-63301/home/145381574","MARIS","18031634","N","Y",38.805149,-90.485582,2018,1440
"MLS Listing",NA,"Single Family Residential","53 Kingsbury Pl","St Louis","MO","63112",1300000,5,5,"Central West",6716,11108,1917,118,194,NA,"Active","","","http://www.redfin.com/MO/St-Louis/53-Kingsbury-Pl-63112/home/93763728","MARIS","18072619","N","Y",38.6513143,-90.2811302,2018,1194
"MLS Listing",NA,"Single Family Residential","11117 Stoney View Ln","Unincorporated","MO","63146",280000,4,3,"Pattonville",2394,10019,1964,92,117,NA,"Active","","","http://www.redfin.com/MO/St-Louis/11117-Stoney-View-Ln-63146/home/93451159","MARIS","19081941","N","Y",38.678865,-90.4159938,2020,2127
"MLS Listing",NA,"Single Family Residential","953 Barnard College","St Louis","MO","63130",395000,4,5,"University City",2570,3049,1990,125,154,38,"Active","","","http://www.redfin.com/MO/University-City/953-Barnard-College-Ln-63130/home/93460232","MARIS","18071273","N","Y",38.6646531,-90.3339737,2018,951
"New Construction Plan",NA,"Single Family Residential","DaVinci","Saint Charles","MO","63301",267900,3,2,"Provence, The Villages of",1746,NA,NA,NA,153,NA,"Active","","","http://www.redfin.com/MO/St-Charles/Provence-The-Villages-of/DaVinci/home/148215151","NewHomeSource.com","Plan-61212466","N","Y",38.804399,-90.485759,2018,1573
"MLS Listing",NA,"Single Family Residential","7211 Stanford Ave","St Louis","MO","63130",349000,3,2,"University City",1839,5271,1930,69,190,NA,"Active","January-26-2020 01:00 PM","January-26-2020 03:00 PM","http://www.redfin.com/MO/University-City/7211-Stanford-Ave-63130/home/62716728","MARIS","19082545","N","Y",38.660395,-90.321993,2020,1688
"MLS Listing",NA,"Single Family Residential","2137 Sidney St","St Louis","MO","63104",299900,3,3,"Central East",2640,2962,1886,63,114,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2137-Sidney-St-63104/home/103204377","MARIS","18087819","N","Y",38.6045531,-90.2199657,2018,838
"MLS Listing",NA,"Single Family Residential","1664 Legend Ln","St Louis","MO","63146",269900,4,3,"Pattonville",1878,12240,1978,37,144,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1664-Legend-Ln-63146/home/93451990","MARIS","20000753","N","Y",38.6897345,-90.428655,2020,2127
"MLS Listing",NA,"Single Family Residential","0 Kennesaw@provence","St Charles","MO","63301",324900,3,3,"St. Charles",2353,NA,NA,81,138,27,"Active","","","http://www.redfin.com/MO/St-Charles/0-Kennesaw-provence-63301/home/113663225","MARIS","18082169","N","Y",38.801836,-90.482159,2018,1373
"MLS Listing",NA,"Single Family Residential","18 Pine Valley Dr","St Louis","MO","63124",5250000,5,7,"Ladue",7954,87120,1940,181,660,94,"Active","","","http://www.redfin.com/MO/St-Louis/18-Pine-Valley-Dr-63124/home/93480438","MARIS","18051856","N","Y",38.6475996,-90.372886,2018,1239
"MLS Listing",NA,"Single Family Residential","953 Flair","St Louis","MO","63146",259900,5,3,"Parkway North",1834,10019,1964,14,142,NA,"Active","","","http://www.redfin.com/MO/St-Louis/953-Flair-Ct-63146/home/93452525","MARIS","20005198","N","Y",38.6763612,-90.456668,2020,2127
"MLS Listing",NA,"Single Family Residential","5 Oakleigh Ln","St Louis","MO","63124",1345000,4,4,"Ladue",3834,63598,1930,71,351,83,"Active","","","http://www.redfin.com/MO/St-Louis/5-Oakleigh-Ln-63124/home/93471505","MARIS","19082239","N","Y",38.6553237,-90.3847126,2020,1694
"MLS Listing",NA,"Single Family Residential","6432 Wells Ave","St Louis","MO","63133",29900,3,2,"Normandy",616,3877,1910,129,49,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6432-Wells-Ave-63133/home/93443683","MARIS","19074887","N","Y",38.6770086,-90.2921084,2020,1958
